Title Name,Language,Released,Rating,IMDb
Pokémon the Movie: Secrets of the Jungle,Japanese,2020,TV-Y7,
Pokémon: Mewtwo Strikes Back - Evolution,English,2019,TV-Y7,5.7/10
Pokémon: The Arceus Chronicles,Japanese,2022,TV-Y7,
Polar,English,2019,TV-MA,6.3/10
Polly Pocket Sparkle Cove Adventure,English,2023,TV-Y,
Pompeii,English,2014,PG-13,
Por,Tamil,2023,TV-MA,
Posesif,Indonesian,2017,TV-MA,7.3/10
Possessed,Malay,2022,TV-14,
Possession: Kerasukan,Indonesian,2024,TV-MA,
Potato Potahto,English,2017,TV-MA,4.0/10
Power,English,2024,R,
Power Paandi,Tamil,2017,TV-MA,7.6/10
Powerpuff Girls: 'Twas The Fight Before Christmas,English,2003,TV-Y,
Pranaam,Hindi,2019,TV-14,4.3/10
Pravarakyudu,Telugu,2009,TV-14,
Pray Away,English,2021,PG-13,
Prayers for the Stolen,Spanish,2021,R,
Predestination,English,2014,R,
Pressure Cooker,Telugu,2020,TV-14,
Prey,German,2021,TV-MA,
Pride & Prejudice,English,2005,PG,0.86
Primbon,Indonesian,2023,TV-PG,
Prime,English,2023,TV-MA,
Prime Time,Polish,2021,TV-MA,
Prince,Hindi,1969,TV-PG,6.8/10
Prince of Peoria: A Christmas Moose Miracle,English,2018,TV-G,6.7/10
Princess 'Daya'Reese,Filipino,2021,TV-14,
Print the Legend,English,2014,TV-14,7.1/10
Private Alexandria,Arabic,2005,TV-PG,
Private Lesson,Turkish,2022,TV-MA,
Private Life,English,2018,R,7.2/10
Private Network: Who Killed Manuel Buendía?,Spanish,2021,TV-MA,
Procession,English,2021,R,
Project Mc²: Happy Birthday to You!,English,2017,TV-Y,
Project Power,English,2020,R,
Project X,English,2012,R,
Prophetess,Yoruba,2021,TV-MA,
Prospect,English,2018,R,
Psycho,Tamil,2020,TV-MA,
Psycho II,English,1983,R,
Psychokinesis,Korean,2018,TV-MA,5.9/10
Puff: Wonders of the Reef,English,2021,TV-G,
Pulang,Malay,2018,TV-14,6.7/10
Pulimada,Malayalam,2023,TV-MA,
Puppy Star Christmas,English,2018,PG,4.0/10
Purple Hearts,English,2022,TV-14,
Pyaar Ka Punchnama,Hindi,2011,TV-14,7.7/10
Pyaar Ka Punchnama 2,Hindi,2015,TV-MA,7.3/10
Pyar Ke Do Pal,Hindi,1986,TV-14,6.1/10
Qala,Hindi,2022,TV-14,
Qarib Qarib Singlle,Hindi,2017,TV-14,7.0/10
Qila,Hindi,1998,TV-14,5.6/10
Qorin,Indonesian,2022,TV-MA,
Queen,Hindi,2014,TV-MA,8.2/10
Queen Bees,English,2021,PG-13,
Queenpins,English,2021,R,
Queens on the Run,Spanish,2023,TV-MA,
Quiet Victory: The Charlie Wedemeyer Story,English,1988,TV-PG,7.7/10
Quinceañero,English,2021,TV-PG,
Quincy,English,2018,TV-MA,7.6/10
R.I.P.D. 2: Rise of the Damned,English,2022,PG-13,
R.K.Nagar,Hindi,2019,TV-14,5.9/10
RDX,Malayalam,2023,TV-MA,
ROAD TO ROMA,English,2020,TV-PG,7.7/10
ROMA,Spanish,2018,R,7.7/10
RRR,Hindi,2022,TV-MA,
RUSSELL BRAND: RE:BIRTH,English,2018,TV-MA,6.5/10
Raajneeti,Hindi,2010,TV-14,7.1/10
Rabbids Invasion Special: Mission to Mars,English,2022,TV-Y,
Race,English,2016,PG-13,
Race to the Summit,English,2023,TV-14,
"Rachel Bloom: Death, Let Me Do My Special",English,2024,TV-MA,
Rachel Feinstein: Big Guy,English,2024,TV-MA,
Racionais MC's: From the Streets of São Paulo,Portuguese,2022,TV-MA,
Radhe Shyam,Hindi,2022,TV-14,
Radical Wolfe,English,2023,TV-MA,
Raees,Hindi,2017,TV-14,6.8/10
Rafa Márquez: El Capitán,Spanish,2024,TV-14,
"Rafał Banaś, Michał Leja Laugh out Loud",Polish,2016,TV-MA,
Rafinha Bastos: Ultimatum,Portuguese,2018,TV-MA,6.5/10
Rainbow,Spanish,2022,TV-MA,
Rajma Chawal,Hindi,2018,TV-MA,5.8/10
Ralph Barbosa: Cowabunga,English,2023,TV-MA,
Ralphie May: Imperfectly Yours,English,2015,TV-MA,5.6/10
Ralphie May: Unruly,English,2015,TV-MA,4.7/10
"Ram Dass, Going Home",English,2018,TV-14,7.0/10
Ram Jaane,Hindi,1995,TV-14,5.4/10
Ram Prasad Ki Tehrvi,Hindi,2019,TV-14,
Rama Banam,Telugu,2023,TV-MA,
Rang De Basanti,Hindi,2006,TV-14,8.2/10
Ranga Ranga Vaibhavanga,Telugu,2022,TV-14,
Ranveer vs Wild with Bear Grylls,English,2022,TV-MA,
Rather,English,2023,TV-MA,
Ratones Paranoicos: The Band that Rocked Argentina,Spanish,2020,TV-MA,
Rattlesnake,English,2019,TV-MA,4.6/10
Raven Song,Arabic,2022,TV-14,
Ravenous,French,2017,TV-MA,5.9/10
Ray,English,2004,PG-13,
"Ray Romano: Right Here, Around the Corner",English,2019,TV-MA,7.2/10
Re/Member,Japanese,2022,TV-MA,
ReMastered: Devil at the Crossroads,English,2019,TV-PG,7.0/10
ReMastered: Massacre at the Stadium,English,2019,TV-MA,
ReMastered: The Lion's Share,English,2019,TV-14,6.9/10
ReMastered: The Miami Showband Massacre,English,2019,TV-MA,7.0/10
ReMastered: The Two Killings of Sam Cooke,English,2019,TV-MA,7.2/10
ReMastered: Tricky Dick & The Man in Black,English,2018,TV-14,7.2/10
ReMastered: Who Killed Jam Master Jay?,English,2018,TV-MA,6.6/10
ReMastered: Who Shot the Sheriff,English,2018,TV-14,6.9/10
Ready to Mingle,Spanish,2019,TV-MA,5.9/10
Real Estate Sisters,English,2023,TV-14,
Rebecca,English,2020,PG-13,
Rebel Moon — Part One: A Child of Fire,English,2023,PG-13,
Rebel Moon — Part One: Director's Cut,English,2024,R,
Rebel Moon — Part Two: Director's Cut,English,2024,R,
Rebel Moon — Part Two: The Scargiver,English,2024,PG-13,
RebellComedy: Straight Outta the Zoo,German,2021,TV-MA,
Rebellion,Spanish,2022,TV-MA,
Rebirth,English,2016,TV-MA,5.0/10
Reclaim,Mandarin,2022,TV-14,
Recovery Boys,English,2018,TV-MA,6.5/10
Recurrence,Spanish,2022,TV-MA,
Red,Telugu,2021,TV-14,
Red Card,Arabic,2017,TV-G,
Red Dot,Swedish,2021,TV-MA,
Red Dragon,English,2002,R,6.8/10
Red Notice,English,2021,PG-13,
Red Ollero: Mabuhay Is A Lie,Filipino,2024,TV-MA,
RedLife,Thai,2023,TV-MA,
Redemption,English,2013,R,
Refugiado,Spanish,2014,TV-14,
Reggie Watts: Spatial,English,2016,TV-MA,6.1/10
Rekha,Malayalam,2023,TV-MA,
Remembering Gene Wilder,English,2023,TV-MA,
Reminiscence,English,2021,PG-13,
Replicas,English,2018,PG-13,
Reptile,English,2023,R,
Republic of South Ah Sh**t,English,2023,TV-MA,
Rescued by Ruby,English,2022,TV-G,
Reservoir Dogs,English,1992,R,
Resident Evil: Death Island,Japanese,2023,R,
Residue,English,2020,TV-MA,
Resort to Love,English,2021,TV-14,
Rest In Peace,Spanish,2024,TV-MA,
Restless,French,2022,TV-MA,
Resurface,English,2017,TV-MA,7.0/10
Return of the King: The Fall and Rise of Elvis Presley,English,2024,TV-MA,
Return to Space,English,2022,TV-MA,
Revelations: The Masters of the Universe: Revelation Aftershow,English,2021 - Part 1,TV-PG,
Revenge of the Pontianak,Malay,2019,TV-14,5.2/10
Revenger,Korean,2018,TV-MA,5.6/10
Reversing Roe,English,2018,TV-14,7.4/10
Rewind,Filipino,2023,TV-MA,
Rez Ball,English,2024,PG-13,
Ricardo O'Farrill Abrazo Genial,Spanish,2016,TV-MA,5.6/10
Ricardo O'Farrill: Abrazo navideño,Spanish,2016,TV-MA,5.6/10
Ricardo Quevedo: Hay gente así,Spanish,2018,TV-MA,6.5/10
Ricardo Quevedo: Los amargados somos más,Spanish,2019,TV-MA,7.4/10
Ricardo Quevedo: Tomorrow Will Be Worse,Spanish,2022,TV-MA,
Rich in Love,Portuguese,2020,TV-14,
Rich in Love 2,Portuguese,2023,TV-14,
Richard Pryor: Live in Concert,English,1979,TV-MA,8.2/10
Ricky Gervais: Armageddon,English,2023,TV-MA,
Ricky Gervais: Humanity,English,2018,TV-MA,7.9/10
Ricky Gervais: SuperNature,English,2022,TV-MA,
Ride or Die,tt7866320,2021,TV-MA,
Rim of the World,English,2019,TV-14,5.1/10
Rima,Arabic,2020,TV-14,
Riphagen - The Untouchable,Dutch,2016,TV-14,7.2/10
Rise of the Teenage Mutant Ninja Turtles: The Movie,English,2022,TV-Y7,
Rising High,German,2020,TV-MA,5.8/10
Rising Phoenix,English,2020,PG-13,
Rita Moreno: Just a Girl Who Decided to Go for It,English,2021,PG-13,
Ritsa: Three Colors of Love,Arabic,2021,TV-PG,
River's Edge,Japanese,2018,TV-MA,6.2/10
Riverdance: The Animated Adventure,English,2021,TV-G,
Ro & the Stardust,Spanish,2022,TV-PG,
Road To High & Low,Japanese,2016,TV-MA,
Road To Ninja -Naruto The movie-,English,2012,TV-14,
Roald Dahl's Matilda The Musical,English,2022,PG,
Rob Peace,English,2024,R,
"Rob Schneider: Asian Momma, Mexican Kids",English,2020,TV-MA,
Robbing Mussolini,Italian,2022,TV-MA,
Robin Hood,English,2018,PG-13,
Robin Robin,English,2020,G,
Robocar POLI Special: The Story of the Desert Rescue,Korean,2023,TV-Y,
Rocko's Modern Life: Static Cling,English,2019,TV-Y7,7.0/10
Rocky,English,1976,PG,8.1/10
Rocky II,English,1979,PG,7.2/10
Rocky III,English,1982,PG-13,6.8/10
Rocky IV,English,1985,R,6.9/10
Rocky V,English,1990,R,5.3/10
Rodney Carrington: Here Comes the Truth,English,2017,TV-MA,4.2/10
Rodney King,English,2017,TV-MA,5.5/10
Rodrigo Marques: King of Uncouth,Portuguese,2022,TV-MA,
"Rodrigo Sant'Anna: I'm Here, I'm Queer!",Portuguese,2022,TV-MA,
Rogue City,French,2020,TV-MA,
Roja,Tamil,1992,TV-14,
Rolling Family,Spanish,2004,TV-14,
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,English,2019,TV-MA,7.7/10
Romantic Problematic,Indonesian,2022,TV-14,
"Ron White: If You Quit Listening, I'll Shut Up",English,2018,TV-MA,6.5/10
Ronny Chieng: Asian Comedian Destroys America!,English,2019,TV-MA,7.4/10
Ronny Chieng: Speakeasy,English,2022,TV-MA,
Roohi,Hindi,2021,TV-14,
Rooting for Roona,Bengali,2020,TV-PG,
Rory Scovel Tries Stand-Up for the First Time,English,2017,TV-MA,6.7/10
Rosa Peral's Tapes,Spanish,2023,TV-MA,
Rose Island,Italian,2020,TV-14,
Rowdy Fellow,Telugu,2014,TV-MA,
Rowdy Rathore,Hindi,2012,TV-14,5.7/10
Roxanne Roxanne,English,2018,TV-MA,6.2/10
Royalteen,Norwegian,2022,TV-MA,
Royalteen: Princess Margrethe,Norwegian,2023,TV-MA,
Rubaru Roshni,Hindi,2019,TV-14,8.9/10
"Ruby Gillman, Teenage Kraken",English,2023,PG,
Rudra: Secret of the Black Moon,Hindi,2020,TV-Y7,
Rudra: The Rise of King Pharaoh,Hindi,2019,TV-Y7,
Rudy Habibie,Indonesian,2016,TV-14,7.5/10
Rumspringa - An Amish in Berlin,German,2022,TV-MA,
Run All Night,English,2015,R,
Run Rabbit Run,English,2023,TV-MA,
Running with the Devil: The Wild World of John McAfee,English,2022,TV-MA,
Runs in the Family,English,2023,TV-MA,
Rurouni Kenshin: Kyoto Inferno,Japanese,2014,TV-MA,
Rurouni Kenshin: Origins,Japanese,2012,TV-14,
Rurouni Kenshin: The Beginning,Japanese,2021,TV-MA,
Rurouni Kenshin: The Final,Japanese,2021,TV-14,
Rurouni Kenshin: The Legend Ends,Japanese,2014,TV-MA,
Russell Howard: Recalibrate,English,2017,TV-MA,7.4/10
Russell Peters: Almost Famous,English,2016,TV-MA,6.5/10
Rust Creek,English,2018,R,
S Storm,Mandarin,2016,TV-MA,5.1/10
SAS: Rise of the Black Swan,English,2021,R,
SCOOP,English,2024,TV-MA,
SETHUM AAYIRAM PON,Tamil,2020,TV-MA,7.1/10
STAND BY ME Doraemon,English,2014,TV-PG,
STAND BY ME Doraemon 2,Japanese,2020,TV-Y7,
Sa Balik Baju,Malay,2021,TV-14,
Saaho,Telugu,2019,TV-14,5.2/10
Saakini Daakini,Malayalam,2022,TV-14,
Sabrina,Indonesian,2018,TV-MA,4.2/10
Safari,English,2022,TV-PG,
Safe House,English,2012,R,
Sahara,English,2017,TV-Y7,5.5/10
Sahasam Swasaga Sagipo,Telugu,2016,TV-MA,
Saheb Biwi Aur Gangster Returns,Hindi,2013,TV-MA,
Sajini Shinde Ka Viral Video,Hindi,2023,TV-14,
Salaakhen,Hindi,1975,TV-14,5.3/10
Salaar,Hindi,2023,TV-MA,
Salaar (Kannada),Kannada,2023,TV-MA,
Salaar (Malayalam),Malayalam,2023,TV-MA,
Salaar (Tamil),Tamil,2023,TV-MA,
Salt,English,2010,PG-13,6.4/10
Sam Jay: 3 In The Morning,English,2020,TV-MA,
Sand Castle,English,2017,TV-MA,6.3/10
Sandy Wexler,English,2017,TV-14,5.1/10
Sanitation Day,English,2020,TV-14,
Santa Banta Pvt Ltd,English,2016,TV-14,
Santana,English,2020,TV-MA,
Santo Cachón,Spanish,2018,TV-14,4.8/10
Sarah Cooper: Everything's Fine,English,2020,TV-MA,
Sarah Silverman A Speck of Dust,English,2017,TV-MA,6.8/10
Sarajevo,German,2014,TV-PG,6.7/10
Sarbath,Tamil,2021,TV-PG,
Sardar Ka Grandson,Hindi,2021,TV-14,
Saripodhaa Sanivaaram,Telugu,2024,TV-MA,
Satria Heroes: Revenge of the Darkness,Indonesian,2017,TV-G,
Sattar - The Return of the Legendary Slap,Arabic,2022,TV-14,
Save the Children: A Concert for the Ages,English,2023,G,
Saverio Raimondo: Il Satiro Parlante,Italian,2019,TV-MA,6.1/10
Savi,Hindi,2024,TV-14,
Saving Bikini Bottom: The Sandy Cheeks Movie,English,2024,TV-Y7,
Saving Capitalism,English,2017,TV-PG,6.8/10
Savita Damodar Paranjpe,Marathi,2018,TV-14,6.0/10
Scarface,English,1983,R,8.1/10
Scary Stories to Tell in the Dark,English,2019,PG-13,
Schumacher,English,2021,TV-14,
Scouts Honor: The Secret Files of the Boy Scouts of America,English,2023,TV-MA,
Scream,English,2022,R,
Scrooge: A Christmas Carol,English,2022,TV-Y7,
Sea,Portuguese,2018,TV-MA,
Sea of Love,English,1989,R,
Seal Team,English,2021,TV-Y7,
Searching For Sheela,Hindi,2021,TV-14,
Seasons,French,2023,TV-MA,
Seaspiracy,English,2021,TV-14,
Sebastian Maniscalco: Is It Me?,English,2022,TV-MA,
Sebastian Maniscalco: Stay Hungry,English,2019,TV-MA,7.1/10
Sebastian Maniscalco: What's Wrong with People?,English,2012,TV-MA,8.1/10
Sebastián Marcelo Wainraich,Spanish,2018,TV-MA,6.2/10
Secret Lives of Orangutans,English,2024,TV-PG,
Secret Magic Control Agency,English,2021,TV-Y7,
Secret Obsession,English,2019,TV-14,4.3/10
Secrets in the Hot Spring,Mandarin,2018,TV-14,6.0/10
Secrets of the Neanderthals,English,2024,TV-PG,
Secrets of the Saqqara Tomb,English,2020,TV-PG,
Security,Italian,2021,TV-MA,
See For Me,English,2021,TV-MA,
See You Yesterday,English,2019,TV-MA,5.1/10
See You on Venus,English,2023,TV-PG,
Seeing Allred,English,2018,TV-14,6.8/10
Seethamma Vakitlo Sirimalle Chettu,Telugu,2013,TV-PG,
Selma,English,2014,PG-13,
Semana Santa,Spanish,2015,TV-MA,6.1/10
Semi-Soet,Afrikaans,2012,TV-PG,
Senior Year,English,2022,R,
Senna,English,2010,PG-13,8.5/10
Sense8: Creating the World,English,2015,TV-MA,
Sentinelle,French,2020,TV-MA,
Seoul Vibe,Korean,2022,TV-MA,
Serena,,2014,TV-PG,5.4/10
Sergio,English,2009,TV-14,7.4/10
Serious Men,Hindi,2020,TV-MA,
Seriously Single,English,2020,TV-MA,
Servant of the people,Russian,2016,TV-14,
Sesham Mike-il Fathima,Malayalam,2023,TV-14,
Set It Up,English,2018,TV-MA,6.5/10
Seth Meyers: Lobby Baby,English,2019,TV-MA,7.5/10
Seth Rogen's Hilarity for Charity,English,2018,TV-MA,5.0/10
Seven Sundays,Filipino,2017,TV-MA,7.9/10
Seven Years in Tibet,English,1997,PG-13,
Seven and a half dates,English,2018,TV-14,
Seventeen,Spanish,2019,TV-MA,7.2/10
Sew the Winter to My Skin,Afrikaans,2018,TV-MA,
Sex Tape,English,2014,R,
Sex: Unzipped,English,2021,TV-MA,
Sextuplets,English,2019,TV-14,4.4/10
Shaandaar,Hindi,2015,TV-14,3.6/10
Shadow Parties,English,2020,TV-MA,
Shadow and Bone - The Afterparty,English,2021,TV-14,
Shadow in the Cloud,English,2020,R,
Shaina,English,2020,TV-14,
Shaitan,Hindi,2011,TV-MA,7.2/10
"Shake, Rattle & Roll Extreme",Filipino,2023,TV-MA,
Shakini Dakini,Telugu,2022,TV-14,
Shame Worse Than Death,Arabic,2016,TV-14,
Shane Gillis: Beautiful Dogs,English,2023,TV-MA,
Shania Twain: Not Just a Girl,English,2022,TV-MA,
Shark Tale,English,2004,PG,
Sharkdog's Fintastic Halloween,English,2021,TV-Y,
Shastry Virudh Shastry,Hindi,2023,TV-14,
Shaun the Sheep: The Flight Before Christmas,English,2021,TV-Y,
Shawn Mendes: In Wonder,English,2020,TV-MA,
Shawn Mendes: Live in Concert,English,2020,TV-PG,
She's Gotta Have It,English,1986,R,6.7/10
Shehzada,Hindi,2023,TV-14,
Sheng Wang: Sweet and Juicy,English,2022,TV-14,
Sherdil: The Pilibhit Saga,Hindi,2022,TV-14,
Shikari,Hindi,1991,TV-14,5.7/10
Shimla Mirchi,Hindi,2020,TV-14,4.7/10
Shimmer Lake,English,2017,TV-MA,6.2/10
Shiny_Flakes: The Teenage Drug Lord,German,2021,TV-MA,
Shirdi Sai,Telugu,2012,TV-PG,
Shirkers,English,2018,TV-14,7.4/10
Shiva VS Autobots,Hindi,2018,TV-Y7,
Shiva: Journey to Plunotaria,Hindi,2019,TV-Y7,
Shiva: The Secret World Of Vedas City,Hindi,2017,TV-Y,
Shortcomings,English,2023,R,
Shot Caller,English,2017,R,7.3/10
Showtime 1958,Malay,2022,TV-PG,
Shyam Singha Roy,Telugu,2021,TV-MA,
Shéhérazade,French,2019,TV-MA,7.1/10
Si Doel the Movie,Indonesian,2018,TV-G,
Si Doel the Movie 2,Indonesian,2019,TV-G,
Si Doel the Movie 3 (Akhir Kisah Cinta Si Doel),Indonesian,2020,TV-G,6.7/10
Si Juki The Movie: Harta Pulau Monyet,Indonesian,2024,TV-PG,
Si saben como me pongo 2,Spanish,2021,TV-MA,
Sierra Burgess Is a Loser,English,2018,PG-13,5.8/10
Sikandar Ka Muqaddar,Hindi,2024,TV-MA,
Siksa Neraka,Indonesian,2023,TV-MA,
Silenced,Korean,2011,TV-MA,
Silent,English,2014,TV-Y,6.4/10
Silent Night,English,2021,TV-MA,
Sillu Karuppatti,Tamil,2019,TV-14,8.3/10
Silver Skates,Russian,2020,TV-MA,
Silverado,English,1985,TV-PG,7.1/10
Silverton Siege,English,2022,TV-MA,
Simon Amstell: Set Free,English,2019,TV-MA,6.3/10
Simon Calls,Portuguese,2020,TV-MA,
Simplemente Manu NNa,Spanish,2017,TV-MA,5.1/10
Simón,English,2023,TV-MA,
Sinam,Tamil,2022,TV-MA,
Sinbad: Afros and Bellbottoms: Live from NYC,English,2006,TV-14,
Sinbad: Nothin' but the Funk: Live from Aruba,English,1998,TV-PG,
Sinbad: Son of a Preacher Man,English,1996,TV-PG,
Sindhooram,Telugu,2023,TV-MA,
Sing,,2016,TV-14,6.9/10
Sing Street,English,2016,PG-13,
"Sing, Dance, Act: Kabuki featuring Toma Ikuta",Japanese,2022,TV-PG,
Single All The Way,English,2021,TV-PG,
Sir (Vaathi),Tamil,2023,TV-PG,
Sisterakas,Filipino,2012,TV-14,5.4/10
Sisters on Track,English,2021,PG,
Sit Down with Stand Up Udom Taephanich,Thai,2024,TV-14,
Sitara: Let Girls Dream,English,2020,TV-PG,7.3/10
Sivaji,Tamil,2007,TV-14,
Six in the City,English,2023,TV-MA,
Sixteen Candles,English,1984,R,6.9/10
Sixty Minutes,German,2024,TV-MA,
Skandal! Bringing Down Wirecard,English,2022,TV-14,
Skater Girl,English,2021,PG,
Skins,Spanish,2017,TV-MA,6.3/10
Sky Captain and the World of Tomorrow,English,2004,PG,
Sky High,Spanish,2020,TV-MA,
Sky Ladder: The Art of Cai Guo-Qiang,Mandarin,2016,TV-MA,7.3/10
Sky Tour: The Movie,Vietnamese,2020,TV-G,
Skylanders Academy: Happy Birthday to You!,English,2017,TV-Y7,
Skylines,English,2020,R,
Skywalkers: A Love Story,English,2024,R,
Slam,Italian,2017,TV-MA,6.1/10
Sleeping Princess,Portuguese,2024,TV-14,
Sleepless,English,2017,R,5.6/10
Sleepless Nights,Arabic,2012,TV-14,
Slow Country,English,2017,TV-MA,3.7/10
Slumberland,English,2022,PG,
Sly,English,2023,R,
Slyth The Hunt Saga,Thai,2023,TV-MA,
Small Crimes,English,2017,TV-MA,5.8/10
Smaller and Smaller Circles,Filipino,2017,TV-14,
Smart Casuals,English,2024,TV-MA,
Smurfs: The Lost Village,,2017,NR,6.1/10
Snake Eyes: G.I. Joe Origins,English,2021,PG-13,
Sniper: G.R.I.T. - Global Response & Intelligence Team,English,2023,R,
Snoop Dogg's F*cn Around Comedy Special,English,2022,TV-MA,
Snow White & the Huntsman,English,2012,PG-13,
Snowbound for Christmas,English,2019,PG,
So Much Love to Give (Corazón loco),Spanish,2020,TV-14,
So My Grandma's a Lesbian!,Spanish,2019,TV-MA,
Soa,English,2020,TV-14,
Social Man,Arabic,2021,TV-14,
Society of the Snow,Spanish,2023,R,
Society of the Snow: Who Were We on the Mountain?,Spanish,2024,TV-14,
Sodium Day,Afrikaans,2022,TV-MA,
Sofía Niño de Rivera: Exposed,Spanish,2016,TV-MA,7.4/10
Sofía Niño de Rivera: Selección Natural,Spanish,2018,TV-MA,6.8/10
Sol Levante,Japanese,2020,TV-14,4.8/10
Soldiers in the Camp,Arabic,,TV-14,
Solo,Spanish,2018,TV-MA,4.9/10
Someone Borrowed,Portuguese,2022,TV-14,
Someone Great,English,2019,R,6.2/10
Something Huge,Spanish,2017,TV-MA,4.6/10
Something Necessary,Swahili,2013,TV-MA,
Sometimes,Tamil,2016,TV-14,7.2/10
Sommore: A Queen with No Spades,English,2018,TV-MA,
Sommore: Queen Chandelier,English,2023,TV-MA,
Song of the South,Vietnamese,2023,TV-14,
Soni,Hindi,2018,TV-MA,7.2/10
Soorma,Hindi,2018,TV-14,7.4/10
Sooryavanshi,Hindi,2021,TV-14,
Sordid Lives,English,2000,R,
Soul Boy,Swahili,2010,TV-14,
Soulcatcher,Polish,2023,TV-MA,
Sounds Like Love,Spanish,2021,TV-MA,
Southern All Stars Chigasaki Live 2023,Japanese,2023,TV-14,
Southpaw,,2015,R,7.4/10
Soweto Blaze,English,2024,TV-MA,
Soy Rada: Serendipity,Spanish,2021,TV-MA,
Soólè,Yoruba,2021,TV-MA,
Spa Night,Korean,2016,TV-MA,
Space Sweepers,Korean,2021,TV-MA,
Sparks,English,2016,G,
Special Correspondents,English,2016,TV-MA,5.8/10
Spectral,English,2016,TV-14,6.3/10
Spellbound,English,2024,PG,
Spelling the Dream,English,2020,TV-G,9.5/10
Spenser Confidential,English,2020,R,6.2/10
Spider-Man: Across the Spider-Verse,English,2023,PG,
Spiderhead,English,2022,R,
Spilt Gravy on Rice,English,2015,TV-MA,
Spirit Riding Free: Spirit of Christmas,English,2019,TV-Y7,6.0/10
Spirited,Indonesian,2022,TV-14,
Spivak,English,2017,TV-MA,5.5/10
Splatter,English,2009,TV-MA,3.1/10
Split at the Root,English,2022,TV-PG,
Spoiled Brats,French,2021,TV-14,
Spookley and the Christmas Kittens,English,,TV-Y,
Spookley the Square Pumpkin,English,2004,G,5.0/10
Springsteen on Broadway,English,2018,TV-MA,8.5/10
Spy Game,English,2001,R,
Spy Kids: Armageddon,English,2023,PG,
Squared Love,Polish,2021,TV-14,
Squared Love All Over Again,Polish,2023,TV-14,
Squared Love Everlasting,Polish,2023,TV-14,
Squaring the Circle (The Story of Hipgnosis),English,2022,TV-MA,
Sri Rama Rajyam,Telugu,2011,TV-G,
Srikanth,Hindi,2024,TV-14,
Srimannarayana,Telugu,2012,TV-MA,
Stamped from the Beginning,English,2023,R,
Stand Out: An LGBTQ+ Celebration,English,2022,TV-MA,
Stand by Me,English,1986,R,
Star Trek,English,2009,PG-13,
Star Trek Into Darkness,English,2013,PG-13,
StarBeam: Beaming in the New Year,English,2021,TV-Y,
StarBeam: Halloween Hero,English,2020,TV-Y,
Starsky & Hutch,English,2004,PG-13,6.1/10
Starting Over Again,Filipino,2014,TV-14,7.1/10
State of Alabama vs. Brittany Smith,English,2022,PG-13,
State of Silence,Spanish,2024,TV-MA,
Stavros Halkias: Fat Rascal,English,2023,TV-MA,
Stay on Board: The Leo Baker Story,English,2022,TV-MA,
Stealing Raden Saleh,Indonesian,2022,TV-14,
Stealth,English,2005,R,5.1/10
Steel Magnolias,English,1989,PG-13,7.3/10
Steel Rain,Korean,2018,TV-MA,7.1/10
Step Sisters,English,2018,PG-13,5.4/10
Step Up Revolution,English,2012,PG-13,
Stereo,German,2014,TV-MA,6.6/10
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,English,2018,TV-14,7.1/10
Steve Treviño: Simple Man,English,2024,TV-MA,
Still Alice,English,2014,PG-13,
Still LAUGH-IN: The Stars Celebrate,English,2019,TV-MA,5.0/10
Still Out of My League,Italian,2021,TV-MA,
Still Time,Italian,2014,TV-MA,
Stolen,Swedish,2024,TV-MA,
Stolen Vacation,Spanish,2023,TV-MA,
Story of Dinda: Second Chance of Happiness,Indonesian,2021,TV-PG,
Story of Kale: When Someone's in Love,Indonesian,2020,TV-MA,
Stowaway,English,2021,TV-MA,
Strained,English,2023,TV-14,
Strange Voices,English,1987,TV-PG,6.5/10
Strange Way of Life,Spanish,2023,R,
Strangers,Yoruba,2022,TV-PG,
Strawberry Shortcake and the Beast of Berry Bog,English,2023,TV-Y,
Strawberry Shortcake's Perfect Holiday,English,2023,TV-Y,
Strawberry Shortcake's Spring Spectacular,English,2024,TV-Y,
Strawberry Shortcake's Summer Vacation,English,2024,TV-Y,
Strawman,Polish,2023,TV-MA,
Street Flow,French,2019,TV-MA,6.3/10
Street Flow 2,French,2023,TV-MA,
"Strip Down, Rise Up",English,2021,R,
Stromboli,Dutch,2022,TV-MA,
Strong Island,English,2017,TV-MA,6.4/10
Struggle: The Life and Lost Art of Szukalski,English,2018,TV-MA,8.0/10
